Type,Library,Test,Result
2. Parse Double,jsoncons (C++),double53,true
2. Parse Double,jsoncons (C++),double54,true
2. Parse Double,jsoncons (C++),double55,true
2. Parse Double,jsoncons (C++),double56,true
2. Parse Double,jsoncons (C++),double57,true
2. Parse Double,jsoncons (C++),double58,true
2. Parse Double,jsoncons (C++),double59,true
2. Parse Double,jsoncons (C++),double60,true
2. Parse Double,jsoncons (C++),double61,true
2. Parse Double,jsoncons (C++),double62,true
2. Parse Double,jsoncons (C++),double63,true
2. Parse Double,jsoncons (C++),double64,true
2. Parse Double,jsoncons (C++),double65,true
2. Parse Double,jsoncons (C++),double66,true
3. Parse String,jsoncons (C++),string01,true
3. Parse String,jsoncons (C++),string02,true
3. Parse String,jsoncons (C++),string03,true
3. Parse String,jsoncons (C++),string04,true
3. Parse String,jsoncons (C++),string05,true
3. Parse String,jsoncons (C++),string06,true
3. Parse String,jsoncons (C++),string07,true
3. Parse String,jsoncons (C++),string08,true
3. Parse String,jsoncons (C++),string09,true
4. Roundtrip,jsoncons (C++),roundtrip01,true
4. Roundtrip,jsoncons (C++),roundtrip02,true
4. Roundtrip,jsoncons (C++),roundtrip03,true
4. Roundtrip,jsoncons (C++),roundtrip04,true
4. Roundtrip,jsoncons (C++),roundtrip05,true
4. Roundtrip,jsoncons (C++),roundtrip06,true
4. Roundtrip,jsoncons (C++),roundtrip07,true
4. Roundtrip,jsoncons (C++),roundtrip08,true
4. Roundtrip,jsoncons (C++),roundtrip09,true
4. Roundtrip,jsoncons (C++),roundtrip10,true
4. Roundtrip,jsoncons (C++),roundtrip11,true
4. Roundtrip,jsoncons (C++),roundtrip12,true
4. Roundtrip,jsoncons (C++),roundtrip13,true
4. Roundtrip,jsoncons (C++),roundtrip14,true
4. Roundtrip,jsoncons (C++),roundtrip15,true
4. Roundtrip,jsoncons (C++),roundtrip16,true
4. Roundtrip,jsoncons (C++),roundtrip17,true
4. Roundtrip,jsoncons (C++),roundtrip18,true
4. Roundtrip,jsoncons (C++),roundtrip19,true
4. Roundtrip,jsoncons (C++),roundtrip20,true
4. Roundtrip,jsoncons (C++),roundtrip21,false
4. Roundtrip,jsoncons (C++),roundtrip22,true
4. Roundtrip,jsoncons (C++),roundtrip23,true
4. Roundtrip,jsoncons (C++),roundtrip24,true
4. Roundtrip,jsoncons (C++),roundtrip25,true
4. Roundtrip,jsoncons (C++),roundtrip26,true
4. Roundtrip,jsoncons (C++),roundtrip27,false
1. Parse Validation,JsonCpp (C++),pass01,true
1. Parse Validation,JsonCpp (C++),pass02,true
1. Parse Validation,JsonCpp (C++),pass03,true
1. Parse Validation,JsonCpp (C++),fail02,true
1. Parse Validation,JsonCpp (C++),fail03,true
1. Parse Validation,JsonCpp (C++),fail04,true
1. Parse Validation,JsonCpp (C++),fail05,true
1. Parse Validation,JsonCpp (C++),fail06,true
1. Parse Validation,JsonCpp (C++),fail07,true
1. Parse Validation,JsonCpp (C++),fail08,true
1. Parse Validation,JsonCpp (C++),fail09,true
1. Parse Validation,JsonCpp (C++),fail10,true
1. Parse Validation,JsonCpp (C++),fail11,true
1. Parse Validation,JsonCpp (C++),fail12,true
1. Parse Validation,JsonCpp (C++),fail13,false
1. Parse Validation,JsonCpp (C++),fail14,true
1. Parse Validation,JsonCpp (C++),fail15,true
1. Parse Validation,JsonCpp (C++),fail16,true
1. Parse Validation,JsonCpp (C++),fail17,true
1. Parse Validation,JsonCpp (C++),fail19,true
1. Parse Validation,JsonCpp (C++),fail20,true
1. Parse Validation,JsonCpp (C++),fail21,true
1. Parse Validation,JsonCpp (C++),fail22,true
1. Parse Validation,JsonCpp (C++),fail23,true
1. Parse Validation,JsonCpp (C++),fail24,true
1. Parse Validation,JsonCpp (C++),fail25,false
1. Parse Validation,JsonCpp (C++),fail26,true
1. Parse Validation,JsonCpp (C++),fail27,false
1. Parse Validation,JsonCpp (C++),fail28,true
1. Parse Validation,JsonCpp (C++),fail29,true
1. Parse Validation,JsonCpp (C++),fail30,true
1. Parse Validation,JsonCpp (C++),fail31,true
1. Parse Validation,JsonCpp (C++),fail32,true
1. Parse Validation,JsonCpp (C++),fail33,true
1. Parse Validation,JsonCpp (C++),number_-9223372036854775808,true
1. Parse Validation,JsonCpp (C++),string_2_escaped_invalid_codepoints,true
1. Parse Validation,JsonCpp (C++),string_1_invalid_codepoint,true
1. Parse Validation,JsonCpp (C++),object_same_key_unclear_values,false
1. Parse Validation,JsonCpp (C++),object_key_nfc_nfd,true
1. Parse Validation,JsonCpp (C++),string_3_escaped_invalid_codepoints,false
1. Parse Validation,JsonCpp (C++),number_1.000000000000000005,true
1. Parse Validation,JsonCpp (C++),string_with_escaped_NULL,true
1. Parse Validation,JsonCpp (C++),number_1e6,true
1. Parse Validation,JsonCpp (C++),string_3_invalid_codepoints,true
1. Parse Validation,JsonCpp (C++),number_1.0,true
1. Parse Validation,JsonCpp (C++),string_2_invalid_codepoints,true
1. Parse Validation,JsonCpp (C++),number_9223372036854775807,true
1. Parse Validation,JsonCpp (C++),number_1000000000000000,true
1. Parse Validation,JsonCpp (C++),number_10000000000000000999,true
1. Parse Validation,JsonCpp (C++),number_-9223372036854775809,true
1. Parse Validation,JsonCpp (C++),object_same_key_different_values,false
1. Parse Validation,JsonCpp (C++),object_key_nfd_nfc,true
1. Parse Validation,JsonCpp (C++),object_same_key_same_value,false
1. Parse Validation,JsonCpp (C++),number_9223372036854775808,true
1. Parse Validation,JsonCpp (C++),number_1e-999,true
1. Parse Validation,JsonCpp (C++),string_1_escaped_invalid_codepoint,false
2. Parse Double,JsonCpp (C++),double01,true
2. Parse Double,JsonCpp (C++),double02,true
2. Parse Double,JsonCpp (C++),double03,true
2. Parse Double,JsonCpp (C++),double04,true
2. Parse Double,JsonCpp (C++),double05,true
2. Parse Double,JsonCpp (C++),double06,true
2. Parse Double,JsonCpp (C++),double07,true
2. Parse Double,JsonCpp (C++),double08,true
2. Parse Double,JsonCpp (C++),double09,true
2. Parse Double,JsonCpp (C++),double10,true
2. Parse Double,JsonCpp (C++),double11,true
2. Parse Double,JsonCpp (C++),double12,true
2. Parse Double,JsonCpp (C++),double13,true
2. Parse Double,JsonCpp (C++),double14,true
2. Parse Double,JsonCpp (C++),double15,true
2. Parse Double,JsonCpp (C++),double16,true
2. Parse Double,JsonCpp (C++),double17,true
2. Parse Double,JsonCpp (C++),double18,true
2. Parse Double,JsonCpp (C++),double19,true
2. Parse Double,JsonCpp (C++),double20,true
2. Parse Double,JsonCpp (C++),double21,true
2. Parse Double,JsonCpp (C++),double22,true
2. Parse Double,JsonCpp (C++),double23,true
2. Parse Double,JsonCpp (C++),double24,true
2. Parse Double,JsonCpp (C++),double25,true
2. Parse Double,JsonCpp (C++),double26,true
2. Parse Double,JsonCpp (C++),double27,true
2. Parse Double,JsonCpp (C++),double28,true
2. Parse Double,JsonCpp (C++),double29,true
2. Parse Double,JsonCpp (C++),double30,true
2. Parse Double,JsonCpp (C++),double31,true
2. Parse Double,JsonCpp (C++),double32,true
2. Parse Double,JsonCpp (C++),double33,true
2. Parse Double,JsonCpp (C++),double34,true
2. Parse Double,JsonCpp (C++),double35,true
2. Parse Double,JsonCpp (C++),double36,true
2. Parse Double,JsonCpp (C++),double37,true
2. Parse Double,JsonCpp (C++),double38,true
2. Parse Double,JsonCpp (C++),double39,true
2. Parse Double,JsonCpp (C++),double40,true
2. Parse Double,JsonCpp (C++),double41,true
2. Parse Double,JsonCpp (C++),double42,true
2. Parse Double,JsonCpp (C++),double43,true
2. Parse Double,JsonCpp (C++),double44,true
2. Parse Double,JsonCpp (C++),double45,true
2. Parse Double,JsonCpp (C++),double46,true
2. Parse Double,JsonCpp (C++),double47,true
2. Parse Double,JsonCpp (C++),double48,true
2. Parse Double,JsonCpp (C++),double49,true
2. Parse Double,JsonCpp (C++),double50,true
2. Parse Double,JsonCpp (C++),double51,true
2. Parse Double,JsonCpp (C++),double52,true
2. Parse Double,JsonCpp (C++),double53,true
2. Parse Double,JsonCpp (C++),double54,true
2. Parse Double,JsonCpp (C++),double55,true
2. Parse Double,JsonCpp (C++),double56,true
2. Parse Double,JsonCpp (C++),double57,true
2. Parse Double,JsonCpp (C++),double58,true
2. Parse Double,JsonCpp (C++),double59,true
2. Parse Double,JsonCpp (C++),double60,true
2. Parse Double,JsonCpp (C++),double61,true
2. Parse Double,JsonCpp (C++),double62,true
2. Parse Double,JsonCpp (C++),double63,true
2. Parse Double,JsonCpp (C++),double64,true
2. Parse Double,JsonCpp (C++),double65,true
2. Parse Double,JsonCpp (C++),double66,true
3. Parse String,JsonCpp (C++),string01,true
3. Parse String,JsonCpp (C++),string02,true
3. Parse String,JsonCpp (C++),string03,true
3. Parse String,JsonCpp (C++),string04,true
3. Parse String,JsonCpp (C++),string05,true
3. Parse String,JsonCpp (C++),string06,true
3. Parse String,JsonCpp (C++),string07,true
3. Parse String,JsonCpp (C++),string08,true
3. Parse String,JsonCpp (C++),string09,true
4. Roundtrip,JsonCpp (C++),roundtrip01,true
4. Roundtrip,JsonCpp (C++),roundtrip02,true
4. Roundtrip,JsonCpp (C++),roundtrip03,true
4. Roundtrip,JsonCpp (C++),roundtrip04,true
4. Roundtrip,JsonCpp (C++),roundtrip05,true
4. Roundtrip,JsonCpp (C++),roundtrip06,true
4. Roundtrip,JsonCpp (C++),roundtrip07,true
4. Roundtrip,JsonCpp (C++),roundtrip08,true
4. Roundtrip,JsonCpp (C++),roundtrip09,true
4. Roundtrip,JsonCpp (C++),roundtrip10,true
4. Roundtrip,JsonCpp (C++),roundtrip11,true
4. Roundtrip,JsonCpp (C++),roundtrip12,true
4. Roundtrip,JsonCpp (C++),roundtrip13,true
4. Roundtrip,JsonCpp (C++),roundtrip14,true
4. Roundtrip,JsonCpp (C++),roundtrip15,true
4. Roundtrip,JsonCpp (C++),roundtrip16,true
4. Roundtrip,JsonCpp (C++),roundtrip17,true
4. Roundtrip,JsonCpp (C++),roundtrip18,true
4. Roundtrip,JsonCpp (C++),roundtrip19,true
4. Roundtrip,JsonCpp (C++),roundtrip20,true
4. Roundtrip,JsonCpp (C++),roundtrip21,true
4. Roundtrip,JsonCpp (C++),roundtrip22,false
4. Roundtrip,JsonCpp (C++),roundtrip23,false
4. Roundtrip,JsonCpp (C++),roundtrip24,false
4. Roundtrip,JsonCpp (C++),roundtrip25,false
4. Roundtrip,JsonCpp (C++),roundtrip26,true
4. Roundtrip,JsonCpp (C++),roundtrip27,false
1. Parse Validation,JSON Spirit (C++),pass01,true
1. Parse Validation,JSON Spirit (C++),pass02,true
1. Parse Validation,JSON Spirit (C++),pass03,true
1. Parse Validation,JSON Spirit (C++),fail02,true
1. Parse Validation,JSON Spirit (C++),fail03,true
1. Parse Validation,JSON Spirit (C++),fail04,true
1. Parse Validation,JSON Spirit (C++),fail05,true
1. Parse Validation,JSON Spirit (C++),fail06,true
1. Parse Validation,JSON Spirit (C++),fail07,false
1. Parse Validation,JSON Spirit (C++),fail08,false
1. Parse Validation,JSON Spirit (C++),fail09,true
1. Parse Validation,JSON Spirit (C++),fail10,false
1. Parse Validation,JSON Spirit (C++),fail11,true
1. Parse Validation,JSON Spirit (C++),fail12,true
1. Parse Validation,JSON Spirit (C++),fail13,false
1. Parse Validation,JSON Spirit (C++),fail14,true
1. Parse Validation,JSON Spirit (C++),fail15,false
1. Parse Validation,JSON Spirit (C++),fail16,true
1. Parse Validation,JSON Spirit (C++),fail17,false
1. Parse Validation,JSON Spirit (C++),fail19,true
1. Parse Validation,JSON Spirit (C++),fail20,true
1. Parse Validation,JSON Spirit (C++),fail21,true
1. Parse Validation,JSON Spirit (C++),fail22,true
1. Parse Validation,JSON Spirit (C++),fail23,true
1. Parse Validation,JSON Spirit (C++),fail24,true
1. Parse Validation,JSON Spirit (C++),fail25,false
1. Parse Validation,JSON Spirit (C++),fail26,false
1. Parse Validation,JSON Spirit (C++),fail27,false
1. Parse Validation,JSON Spirit (C++),fail28,false
1. Parse Validation,JSON Spirit (C++),fail29,true
1. Parse Validation,JSON Spirit (C++),fail30,true
1. Parse Validation,JSON Spirit (C++),fail31,true
1. Parse Validation,JSON Spirit (C++),fail32,true
1. Parse Validation,JSON Spirit (C++),fail33,true
1. Parse Validation,JSON Spirit (C++),number_-9223372036854775808,true
1. Parse Validation,JSON Spirit (C++),string_2_escaped_invalid_codepoints,true
1. Parse Validation,JSON Spirit (C++),string_1_invalid_codepoint,true
1. Parse Validation,JSON Spirit (C++),object_same_key_unclear_values,true
1. Parse Validation,JSON Spirit (C++),object_key_nfc_nfd,true
1. Parse Validation,JSON Spirit (C++),string_3_escaped_invalid_codepoints,true
1. Parse Validation,JSON Spirit (C++),number_1.000000000000000005,true
1. Parse Validation,JSON Spirit (C++),string_with_escaped_NULL,true
1. Parse Validation,JSON Spirit (C++),number_1e6,true
1. Parse Validation,JSON Spirit (C++),string_3_invalid_codepoints,true
1. Parse Validation,JSON Spirit (C++),number_1.0,true
1. Parse Validation,JSON Spirit (C++),string_2_invalid_codepoints,true
1. Parse Validation,JSON Spirit (C++),number_9223372036854775807,true
1. Parse Validation,JSON Spirit (C++),number_1000000000000000,true
1. Parse Validation,JSON Spirit (C++),number_10000000000000000999,true
1. Parse Validation,JSON Spirit (C++),number_-9223372036854775809,false
1. Parse Validation,JSON Spirit (C++),object_same_key_different_values,true
1. Parse Validation,JSON Spirit (C++),object_key_nfd_nfc,true
1. Parse Validation,JSON Spirit (C++),object_same_key_same_value,true
1. Parse Validation,JSON Spirit (C++),number_9223372036854775808,true
1. Parse Validation,JSON Spirit (C++),number_1e-999,true
1. Parse Validation,JSON Spirit (C++),string_1_escaped_invalid_codepoint,true
2. Parse Double,JSON Spirit (C++),double01,true
2. Parse Double,JSON Spirit (C++),double02,true
2. Parse Double,JSON Spirit (C++),double03,true
2. Parse Double,JSON Spirit (C++),double04,true
2. Parse Double,JSON Spirit (C++),double05,true
2. Parse Double,JSON Spirit (C++),double06,true
2. Parse Double,JSON Spirit (C++),double07,true
2. Parse Double,JSON Spirit (C++),double08,true
2. Parse Double,JSON Spirit (C++),double09,true
2. Parse Double,JSON Spirit (C++),double10,true
2. Parse Double,JSON Spirit (C++),double11,true
2. Parse Double,JSON Spirit (C++),double12,true
2. Parse Double,JSON Spirit (C++),double13,true
2. Parse Double,JSON Spirit (C++),double14,true
2. Parse Double,JSON Spirit (C++),double15,true
2. Parse Double,JSON Spirit (C++),double16,true
2. Parse Double,JSON Spirit (C++),double17,true
2. Parse Double,JSON Spirit (C++),double18,true
2. Parse Double,JSON Spirit (C++),double19,true
2. Parse Double,JSON Spirit (C++),double20,true
2. Parse Double,JSON Spirit (C++),double21,true
2. Parse Double,JSON Spirit (C++),double22,false
2. Parse Double,JSON Spirit (C++),double23,true
2. Parse Double,JSON Spirit (C++),double24,true
2. Parse Double,JSON Spirit (C++),double25,true
2. Parse Double,JSON Spirit (C++),double26,true
2. Parse Double,JSON Spirit (C++),double27,false
2. Parse Double,JSON Spirit (C++),double28,false
2. Parse Double,JSON Spirit (C++),double29,false
2. Parse Double,JSON Spirit (C++),double30,true
2. Parse Double,JSON Spirit (C++),double31,true
2. Parse Double,JSON Spirit (C++),double32,true
2. Parse Double,JSON Spirit (C++),double33,true
2. Parse Double,JSON Spirit (C++),double34,true
2. Parse Double,JSON Spirit (C++),double35,false
2. Parse Double,JSON Spirit (C++),double36,true
2. Parse Double,JSON Spirit (C++),double37,true
2. Parse Double,JSON Spirit (C++),double38,false
2. Parse Double,JSON Spirit (C++),double39,true
2. Parse Double,JSON Spirit (C++),double40,false
2. Parse Double,JSON Spirit (C++),double41,true
2. Parse Double,JSON Spirit (C++),double42,true
2. Parse Double,JSON Spirit (C++),double43,true
2. Parse Double,JSON Spirit (C++),double44,false
2. Parse Double,JSON Spirit (C++),double45,true
2. Parse Double,JSON Spirit (C++),double46,true
2. Parse Double,JSON Spirit (C++),double47,false
2. Parse Double,JSON Spirit (C++),double48,true
2. Parse Double,JSON Spirit (C++),double49,false
2. Parse Double,JSON Spirit (C++),double50,false
2. Parse Double,JSON Spirit (C++),double51,false
2. Parse Double,JSON Spirit (C++),double52,true
2. Parse Double,JSON Spirit (C++),double53,false
2. Parse Double,JSON Spirit (C++),double54,true
2. Parse Double,JSON Spirit (C++),double55,false
2. Parse Double,JSON Spirit (C++),double56,false
2. Parse Double,JSON Spirit (C++),double57,false
2. Parse Double,JSON Spirit (C++),double58,true
2. Parse Double,JSON Spirit (C++),double59,false
2. Parse Double,JSON Spirit (C++),double60,false
2. Parse Double,JSON Spirit (C++),double61,false
2. Parse Double,JSON Spirit (C++),double62,false
2. Parse Double,JSON Spirit (C++),double63,false
2. Parse Double,JSON Spirit (C++),double64,false
2. Parse Double,JSON Spirit (C++),double65,false
2. Parse Double,JSON Spirit (C++),double66,false
3. Parse String,JSON Spirit (C++),string01,true
3. Parse String,JSON Spirit (C++),string02,true
3. Parse String,JSON Spirit (C++),string03,true
3. Parse String,JSON Spirit (C++),string04,true
3. Parse String,JSON Spirit (C++),string05,true
3. Parse String,JSON Spirit (C++),string06,true
3. Parse String,JSON Spirit (C++),string07,false
3. Parse String,JSON Spirit (C++),string08,false
3. Parse String,JSON Spirit (C++),string09,false
4. Roundtrip,JSON Spirit (C++),roundtrip01,true
4. Roundtrip,JSON Spirit (C++),roundtrip02,true
4. Roundtrip,JSON Spirit (C++),roundtrip03,true
4. Roundtrip,JSON Spirit (C++),roundtrip04,true
4. Roundtrip,JSON Spirit (C++),roundtrip05,true
4. Roundtrip,JSON Spirit (C++),roundtrip06,true
4. Roundtrip,JSON Spirit (C++),roundtrip07,true
4. Roundtrip,JSON Spirit (C++),roundtrip08,true
4. Roundtrip,JSON Spirit (C++),roundtrip09,true
4. Roundtrip,JSON Spirit (C++),roundtrip10,true
4. Roundtrip,JSON Spirit (C++),roundtrip11,true
4. Roundtrip,JSON Spirit (C++),roundtrip12,true
4. Roundtrip,JSON Spirit (C++),roundtrip13,true
4. Roundtrip,JSON Spirit (C++),roundtrip14,true
4. Roundtrip,JSON Spirit (C++),roundtrip15,true
4. Roundtrip,JSON Spirit (C++),roundtrip16,true
4. Roundtrip,JSON Spirit (C++),roundtrip17,true
4. Roundtrip,JSON Spirit (C++),roundtrip18,true
4. Roundtrip,JSON Spirit (C++),roundtrip19,true
4. Roundtrip,JSON Spirit (C++),roundtrip20,false
4. Roundtrip,JSON Spirit (C++),roundtrip21,false
4. Roundtrip,JSON Spirit (C++),roundtrip22,false
4. Roundtrip,JSON Spirit (C++),roundtrip23,false
4. Roundtrip,JSON Spirit (C++),roundtrip24,false
4. Roundtrip,JSON Spirit (C++),roundtrip25,false
4. Roundtrip,JSON Spirit (C++),roundtrip26,true
4. Roundtrip,JSON Spirit (C++),roundtrip27,false
1. Parse Validation,hjiang JSON++ (C++),pass01,true
1. Parse Validation,hjiang JSON++ (C++),pass02,true
1. Parse Validation,hjiang JSON++ (C++),pass03,true
1. Parse Validation,hjiang JSON++ (C++),fail02,true
1. Parse Validation,hjiang JSON++ (C++),fail03,true
1. Parse Validation,hjiang JSON++ (C++),fail04,false
1. Parse Validation,hjiang JSON++ (C++),fail05,false
1. Parse Validation,hjiang JSON++ (C++),fail06,false
1. Parse Validation,hjiang JSON++ (C++),fail07,false
1. Parse Validation,hjiang JSON++ (C++),fail08,false
1. Parse Validation,hjiang JSON++ (C++),fail09,false
1. Parse Validation,hjiang JSON++ (C++),fail10,false
1. Parse Validation,hjiang JSON++ (C++),fail11,true
1. Parse Validation,hjiang JSON++ (C++),fail12,true
1. Parse Validation,hjiang JSON++ (C++),fail13,false
1. Parse Validation,hjiang JSON++ (C++),fail14,true
1. Parse Validation,hjiang JSON++ (C++),fail15,false
1. Parse Validation,hjiang JSON++ (C++),fail16,true
1. Parse Validation,hjiang JSON++ (C++),fail17,false
1. Parse Validation,hjiang JSON++ (C++),fail19,true
1. Parse Validation,hjiang JSON++ (C++),fail20,true
1. Parse Validation,hjiang JSON++ (C++),fail21,true
1. Parse Validation,hjiang JSON++ (C++),fail22,true
1. Parse Validation,hjiang JSON++ (C++),fail23,true
1. Parse Validation,hjiang JSON++ (C++),fail24,false
1. Parse Validation,hjiang JSON++ (C++),fail25,false
1. Parse Validation,hjiang JSON++ (C++),fail26,false
1. Parse Validation,hjiang JSON++ (C++),fail27,false
1. Parse Validation,hjiang JSON++ (C++),fail28,false
1. Parse Validation,hjiang JSON++ (C++),fail29,true
1. Parse Validation,hjiang JSON++ (C++),fail30,true
1. Parse Validation,hjiang JSON++ (C++),fail31,true
1. Parse Validation,hjiang JSON++ (C++),fail32,true
1. Parse Validation,hjiang JSON++ (C++),fail33,true
1. Parse Validation,hjiang JSON++ (C++),number_-9223372036854775808,true
1. Parse Validation,hjiang JSON++ (C++),string_2_escaped_invalid_codepoints,true
1. Parse Validation,hjiang JSON++ (C++),string_1_invalid_codepoint,true
1. Parse Validation,hjiang JSON++ (C++),object_same_key_unclear_values,true
1. Parse Validation,hjiang JSON++ (C++),object_key_nfc_nfd,true
1. Parse Validation,hjiang JSON++ (C++),string_3_escaped_invalid_codepoints,true
1. Parse Validation,hjiang JSON++ (C++),number_1.000000000000000005,true
1. Parse Validation,hjiang JSON++ (C++),string_with_escaped_NULL,true
1. Parse Validation,hjiang JSON++ (C++),number_1e6,true
1. Parse Validation,hjiang JSON++ (C++),string_3_invalid_codepoints,true
1. Parse Validation,hjiang JSON++ (C++),number_1.0,true
1. Parse Validation,hjiang JSON++ (C++),string_2_invalid_codepoints,true
1. Parse Validation,hjiang JSON++ (C++),number_9223372036854775807,true
1. Parse Validation,hjiang JSON++ (C++),number_1000000000000000,true
1. Parse Validation,hjiang JSON++ (C++),number_10000000000000000999,true
1. Parse Validation,hjiang JSON++ (C++),number_-9223372036854775809,true
1. Parse Validation,hjiang JSON++ (C++),object_same_key_different_values,true
1. Parse Validation,hjiang JSON++ (C++),object_key_nfd_nfc,true
1. Parse Validation,hjiang JSON++ (C++),object_same_key_same_value,true
1. Parse Validation,hjiang JSON++ (C++),number_9223372036854775808,true
1. Parse Validation,hjiang JSON++ (C++),number_1e-999,true
1. Parse Validation,hjiang JSON++ (C++),string_1_escaped_invalid_codepoint,true
2. Parse Double,hjiang JSON++ (C++),double01,true
2. Parse Double,hjiang JSON++ (C++),double02,true
2. Parse Double,hjiang JSON++ (C++),double03,true
2. Parse Double,hjiang JSON++ (C++),double04,true
2. Parse Double,hjiang JSON++ (C++),double05,true
2. Parse Double,hjiang JSON++ (C++),double06,true
2. Parse Double,hjiang JSON++ (C++),double07,true
2. Parse Double,hjiang JSON++ (C++),double08,true
2. Parse Double,hjiang JSON++ (C++),double09,true
2. Parse Double,hjiang JSON++ (C++),double10,true
2. Parse Double,hjiang JSON++ (C++),double11,true
2. Parse Double,hjiang JSON++ (C++),double12,true
2. Parse Double,hjiang JSON++ (C++),double13,true
2. Parse Double,hjiang JSON++ (C++),double14,true
2. Parse Double,hjiang JSON++ (C++),double15,true
2. Parse Double,hjiang JSON++ (C++),double16,true
2. Parse Double,hjiang JSON++ (C++),double17,true
2. Parse Double,hjiang JSON++ (C++),double18,true
2. Parse Double,hjiang JSON++ (C++),double19,true
2. Parse Double,hjiang JSON++ (C++),double20,true
2. Parse Double,hjiang JSON++ (C++),double21,true
2. Parse Double,hjiang JSON++ (C++),double22,true
2. Parse Double,hjiang JSON++ (C++),double23,true
2. Parse Double,hjiang JSON++ (C++),double24,true
2. Parse Double,hjiang JSON++ (C++),double25,true
2. Parse Double,hjiang JSON++ (C++),double26,true
2. Parse Double,hjiang JSON++ (C++),double27,true
2. Parse Double,hjiang JSON++ (C++),double28,true
2. Parse Double,hjiang JSON++ (C++),double29,true
2. Parse Double,hjiang JSON++ (C++),double30,true
2. Parse Double,hjiang JSON++ (C++),double31,true
2. Parse Double,hjiang JSON++ (C++),double32,true
2. Parse Double,hjiang JSON++ (C++),double33,true
2. Parse Double,hjiang JSON++ (C++),double34,true
2. Parse Double,hjiang JSON++ (C++),double35,true
2. Parse Double,hjiang JSON++ (C++),double36,true
2. Parse Double,hjiang JSON++ (C++),double37,false
2. Parse Double,hjiang JSON++ (C++),double38,true
2. Parse Double,hjiang JSON++ (C++),double39,true
2. Parse Double,hjiang JSON++ (C++),double40,false
2. Parse Double,hjiang JSON++ (C++),double41,true
2. Parse Double,hjiang JSON++ (C++),double42,true
2. Parse Double,hjiang JSON++ (C++),double43,true
2. Parse Double,hjiang JSON++ (C++),double44,false
2. Parse Double,hjiang JSON++ (C++),double45,true
2. Parse Double,hjiang JSON++ (C++),double46,true
2. Parse Double,hjiang JSON++ (C++),double47,true
2. Parse Double,hjiang JSON++ (C++),double48,false
2. Parse Double,hjiang JSON++ (C++),double49,true
2. Parse Double,hjiang JSON++ (C++),double50,true
2. Parse Double,hjiang JSON++ (C++),double51,true
2. Parse Double,hjiang JSON++ (C++),double52,true
2. Parse Double,hjiang JSON++ (C++),double53,false
2. Parse Double,hjiang JSON++ (C++),double54,true
2. Parse Double,hjiang JSON++ (C++),double55,true
2. Parse Double,hjiang JSON++ (C++),double56,true
2. Parse Double,hjiang JSON++ (C++),double57,true
2. Parse Double,hjiang JSON++ (C++),double58,false
2. Parse Double,hjiang JSON++ (C++),double59,true
2. Parse Double,hjiang JSON++ (C++),double60,true
2. Parse Double,hjiang JSON++ (C++),double61,true
2. Parse Double,hjiang JSON++ (C++),double62,true
2. Parse Double,hjiang JSON++ (C++),double63,false
2. Parse Double,hjiang JSON++ (C++),double64,true
2. Parse Double,hjiang JSON++ (C++),double65,true
2. Parse Double,hjiang JSON++ (C++),double66,true
3. Parse String,hjiang JSON++ (C++),string01,true
3. Parse String,hjiang JSON++ (C++),string02,true
3. Parse String,hjiang JSON++ (C++),string03,true
3. Parse String,hjiang JSON++ (C++),string04,true
3. Parse String,hjiang JSON++ (C++),string05,true
3. Parse String,hjiang JSON++ (C++),string06,true
3. Parse String,hjiang JSON++ (C++),string07,false
3. Parse String,hjiang JSON++ (C++),string08,false
3. Parse String,hjiang JSON++ (C++),string09,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip01,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip02,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip03,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip04,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip05,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip06,true
4. Roundtrip,hjiang JSON++ (C++),roundtrip07,true
4. Roundtrip,hjiang JSON++ (C++),roundtrip08,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip09,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip10,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip11,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip12,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip13,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip14,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip15,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip16,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip17,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip18,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip19,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip20,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip21,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip22,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip23,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip24,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip25,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip26,false
4. Roundtrip,hjiang JSON++ (C++),roundtrip27,false
1. Parse Validation,juson (C),pass01,true
